transect_id,group_id,TransOrder,azimuth_deg,shoreline_count,shoreline_change_envelope_m,net_shoreline_movement_m,endpoint_rate_myr,endpoint_rate_unc_myr,linear_regression_rate_myr,linear_regression_r2,linear_regression_ci95_myr,weighted_linear_regression_rate_myr,weighted_regression_r2,weighted_regression_ci95_myr
1,0,1,58.96,18,48.23,0.46,0.01,0.03,0.07,0.01,0.5,0.07,0.01,0.5
2,0,2,57.79,18,76.42,-35.5,-0.87,0.03,-0.99,0.43,0.6,-0.99,0.43,0.6
3,0,3,57.97,18,60.76,-25.94,-0.63,0.03,-0.57,0.26,0.51,-0.57,0.26,0.51
4,0,4,58.13,18,51.33,-22.97,-0.56,0.03,-0.47,0.25,0.43,-0.47,0.25,0.43
5,0,5,58.27,18,51.32,-21.39,-0.52,0.03,-0.37,0.16,0.44,-0.37,0.16,0.44
6,0,6,58.39,18,47.32,-20.85,-0.51,0.03,-0.39,0.13,0.52,-0.39,0.13,0.52
7,0,7,58.5,18,52.92,-8.81,-0.21,0.03,-0.17,0.03,0.57,-0.17,0.03,0.57
8,0,8,58.35,18,62.53,-4.9,-0.12,0.03,-0.08,0.0,0.61,-0.08,0.0,0.61
9,0,9,58.09,18,60.5,-6.29,-0.15,0.03,-0.08,0.01,0.54,-0.08,0.01,0.54
10,0,10,57.84,18,52.4,-5.72,-0.14,0.03,0.03,0.0,0.48,0.03,0.0,0.48
11,0,11,57.2,18,46.38,-14.52,-0.35,0.03,-0.1,0.01,0.53,-0.1,0.01,0.53
12,0,12,56.61,18,68.49,-2.56,-0.06,0.03,0.45,0.06,0.96,0.45,0.06,0.96
13,0,13,55.12,18,77.63,17.52,0.43,0.03,0.81,0.21,0.84,0.81,0.21,0.84
14,0,14,53.52,18,55.98,22.29,0.54,0.03,0.42,0.1,0.69,0.42,0.1,0.69
15,0,15,52.38,18,60.17,4.18,0.1,0.03,-0.21,0.04,0.59,-0.21,0.04,0.59
16,0,16,50.92,18,51.01,-1.12,-0.03,0.03,0.07,0.01,0.49,0.07,0.01,0.49
17,0,17,50.7,18,46.28,-12.86,-0.31,0.03,0.1,0.01,0.47,0.1,0.01,0.47
18,0,18,49.09,18,53.03,-10.78,-0.26,0.03,0.07,0.0,0.55,0.07,0.0,0.55
19,0,19,46.96,18,48.25,-15.39,-0.38,0.03,-0.09,0.01,0.48,-0.09,0.01,0.48
20,0,20,44.9,18,47.94,-22.96,-0.56,0.03,-0.19,0.04,0.51,-0.19,0.04,0.51
21,0,21,42.67,18,47.7,-10.52,-0.26,0.03,-0.06,0.0,0.49,-0.06,0.0,0.49
22,0,22,43.02,18,46.64,-2.09,-0.05,0.03,0.19,0.04,0.52,0.19,0.04,0.52
23,0,23,43.45,18,50.38,12.73,0.31,0.03,0.51,0.24,0.48,0.51,0.24,0.48
24,0,24,44.78,18,38.71,17.6,0.43,0.03,0.53,0.32,0.41,0.53,0.32,0.41
25,0,25,47.29,18,58.18,19.64,0.48,0.03,0.62,0.22,0.61,0.62,0.22,0.61
26,0,26,49.07,18,54.99,11.82,0.29,0.03,0.54,0.23,0.53,0.54,0.23,0.53
27,0,27,50.55,18,51.24,6.69,0.16,0.03,0.24,0.04,0.63,0.24,0.04,0.63
28,0,28,51.26,18,71.14,31.39,0.77,0.03,0.47,0.08,0.82,0.47,0.08,0.82
29,0,29,52.04,18,59.51,10.73,0.26,0.03,1.01,0.5,0.53,1.01,0.5,0.53
30,0,30,53.2,18,104.61,38.03,0.93,0.03,1.67,0.5,0.88,1.67,0.5,0.88
31,0,31,54.38,18,177.86,89.82,2.19,0.03,2.99,0.58,1.34,2.99,0.58,1.34
32,0,32,55.58,18,166.23,85.82,2.09,0.03,3.03,0.56,1.42,3.03,0.56,1.42
33,0,33,57.02,18,79.44,49.43,1.21,0.03,1.04,0.42,0.65,1.04,0.42,0.65
34,0,34,58.54,18,44.91,-0.51,-0.01,0.03,0.88,0.47,0.49,0.88,0.47,0.49
35,0,35,59.97,18,49.22,-1.22,-0.03,0.03,0.85,0.45,0.5,0.85,0.45,0.5
36,0,36,61.84,18,27.15,-2.46,-0.06,0.03,0.27,0.16,0.32,0.27,0.16,0.32
37,0,37,63.72,18,39.27,1.35,0.03,0.03,0.1,0.02,0.36,0.1,0.02,0.36
38,0,38,66.16,18,46.34,-10.06,-0.25,0.03,-0.18,0.04,0.49,-0.18,0.04,0.49
39,0,39,68.12,18,66.9,-30.17,-0.74,0.03,-0.68,0.21,0.7,-0.68,0.21,0.7
40,0,40,70.53,18,72.15,-52.33,-1.28,0.03,-0.84,0.29,0.7,-0.84,0.29,0.7
41,0,41,74.69,18,71.86,-61.48,-1.5,0.03,-0.73,0.22,0.72,-0.73,0.22,0.72
42,0,42,77.04,18,71.8,-69.77,-1.7,0.03,-0.7,0.16,0.85,-0.7,0.16,0.85
43,0,43,80.21,18,78.4,-76.38,-1.86,0.03,-1.47,0.6,0.63,-1.47,0.6,0.63
44,0,44,84.37,18,109.06,-100.12,-2.44,0.03,-2.44,0.88,0.49,-2.44,0.88,0.49
45,0,45,88.34,18,125.85,-123.4,-3.01,0.03,-2.98,0.95,0.37,-2.98,0.95,0.37
46,0,46,92.09,18,134.11,-130.88,-3.19,0.03,-3.11,0.94,0.43,-3.11,0.94,0.43
47,0,47,93.36,18,126.15,-120.03,-2.93,0.03,-2.97,0.91,0.49,-2.97,0.91,0.49
48,0,48,94.28,18,118.99,-107.35,-2.62,0.03,-2.75,0.87,0.56,-2.75,0.87,0.56
49,0,49,95.15,18,107.25,-97.12,-2.37,0.03,-2.47,0.85,0.56,-2.47,0.85,0.56
50,0,50,96.01,18,109.01,-98.35,-2.4,0.03,-2.51,0.86,0.53,-2.51,0.86,0.53
51,0,51,96.65,18,92.77,-79.75,-1.94,0.03,-2.38,0.91,0.4,-2.38,0.91,0.4
52,0,52,96.78,18,81.48,-77.81,-1.9,0.03,-1.59,0.7,0.55,-1.59,0.7,0.55
53,0,53,96.87,18,100.1,-95.9,-2.34,0.03,-1.93,0.64,0.77,-1.93,0.64,0.77
54,0,54,96.89,18,124.5,-113.02,-2.76,0.03,-2.68,0.69,0.94,-2.68,0.69,0.94
55,0,55,96.52,18,94.95,-67.35,-1.64,0.03,-1.47,0.46,0.85,-1.47,0.46,0.85
56,0,56,96.15,18,51.41,-34.14,-0.83,0.03,-0.93,0.48,0.51,-0.93,0.48,0.51
57,0,57,95.79,18,73.27,-16.17,-0.39,0.03,-0.63,0.19,0.7,-0.63,0.19,0.7
58,0,58,95.49,18,79.28,-17.72,-0.43,0.03,-0.5,0.1,0.81,-0.5,0.1,0.81
59,0,59,95.26,18,66.88,-30.67,-0.75,0.03,-0.98,0.33,0.74,-0.98,0.33,0.74
60,0,60,95.14,18,68.14,-60.19,-1.47,0.03,-1.39,0.73,0.44,-1.39,0.73,0.44
61,0,61,95.01,18,66.78,-66.54,-1.62,0.03,-1.23,0.73,0.39,-1.23,0.73,0.39
62,0,62,94.95,18,60.19,-60.19,-1.47,0.03,-0.63,0.33,0.47,-0.63,0.33,0.47
63,0,63,94.91,18,49.48,-49.48,-1.21,0.03,-0.25,0.06,0.51,-0.25,0.06,0.51
64,0,64,94.87,18,47.01,-42.56,-1.04,0.03,-0.27,0.07,0.5,-0.27,0.07,0.5
65,0,65,94.46,18,47.8,-35.76,-0.87,0.03,-0.32,0.1,0.5,-0.32,0.1,0.5
66,0,66,92.53,18,48.52,-28.74,-0.7,0.03,-0.55,0.24,0.52,-0.55,0.24,0.52
67,0,67,92.16,18,54.3,-17.64,-0.43,0.03,-0.77,0.41,0.49,-0.77,0.41,0.49
68,0,68,91.75,18,45.99,-10.39,-0.25,0.03,-0.62,0.37,0.43,-0.62,0.37,0.43
69,0,69,90.73,18,39.69,-5.18,-0.13,0.03,-0.39,0.22,0.39,-0.39,0.22,0.39
70,0,70,89.62,18,29.81,-3.53,-0.09,0.03,-0.13,0.04,0.35,-0.13,0.04,0.35
71,0,71,88.53,18,23.42,-1.4,-0.03,0.03,0.07,0.02,0.3,0.07,0.02,0.3
72,0,72,87.95,18,28.65,6.87,0.17,0.03,0.25,0.13,0.35,0.25,0.13,0.35
73,0,73,87.56,18,36.04,1.19,0.03,0.03,0.47,0.3,0.38,0.47,0.3,0.38
74,0,74,87.23,18,44.43,-15.07,-0.37,0.03,0.37,0.14,0.48,0.37,0.14,0.48
75,0,75,86.78,18,56.68,-22.02,-0.54,0.03,0.55,0.22,0.55,0.55,0.22,0.55
76,0,76,86.17,18,54.59,-36.64,-0.89,0.03,0.13,0.02,0.52,0.13,0.02,0.52
77,0,77,86.07,18,56.67,-55.39,-1.35,0.03,-0.29,0.07,0.54,-0.29,0.07,0.54
78,0,78,86.0,18,55.88,-55.88,-1.36,0.03,-0.54,0.27,0.48,-0.54,0.27,0.48
79,0,79,86.0,18,64.27,-63.08,-1.54,0.03,-0.95,0.61,0.41,-0.95,0.61,0.41
80,0,80,86.25,18,72.82,-72.82,-1.78,0.03,-0.47,0.16,0.57,-0.47,0.16,0.57
81,0,81,86.51,18,69.33,-69.33,-1.69,0.03,-0.26,0.04,0.67,-0.26,0.04,0.67
82,0,82,86.6,18,41.25,-35.16,-0.86,0.03,0.28,0.09,0.49,0.28,0.09,0.49
83,0,83,86.62,18,63.59,-35.92,-0.88,0.03,0.44,0.14,0.59,0.44,0.14,0.59
84,0,84,86.49,18,47.52,-17.31,-0.42,0.03,0.54,0.25,0.5,0.54,0.25,0.5
85,0,85,86.2,18,66.41,-11.67,-0.28,0.03,0.98,0.4,0.63,0.98,0.4,0.63
86,0,86,85.92,18,72.3,9.06,0.22,0.03,1.23,0.56,0.58,1.23,0.56,0.58
87,0,87,85.75,18,66.15,23.95,0.58,0.03,1.24,0.69,0.44,1.24,0.69,0.44
88,0,88,85.64,18,65.39,31.84,0.78,0.03,1.43,0.73,0.47,1.43,0.73,0.47
89,0,89,85.53,18,94.57,34.08,0.83,0.03,2.0,0.77,0.57,2.0,0.77,0.57
90,0,90,85.42,18,71.59,25.35,0.62,0.03,1.33,0.73,0.43,1.33,0.73,0.43
91,0,91,85.7,18,55.42,10.31,0.25,0.03,0.89,0.59,0.39,0.89,0.59,0.39
92,0,92,84.95,18,54.55,-4.4,-0.11,0.03,0.8,0.47,0.46,0.8,0.47,0.46
93,0,93,83.97,18,54.11,-1.16,-0.03,0.03,0.76,0.44,0.45,0.76,0.44,0.45
94,0,94,83.17,18,57.49,10.88,0.27,0.03,0.98,0.55,0.47,0.98,0.55,0.47
95,0,95,82.47,18,61.12,32.16,0.78,0.03,1.11,0.67,0.41,1.11,0.67,0.41
96,0,96,81.76,18,55.36,33.87,0.83,0.03,1.01,0.68,0.37,1.01,0.68,0.37
97,0,97,81.14,18,47.1,20.04,0.49,0.03,0.76,0.57,0.35,0.76,0.57,0.35
98,0,98,80.6,18,61.37,4.63,0.11,0.03,0.64,0.34,0.48,0.64,0.34,0.48
99,0,99,80.06,18,47.51,7.1,0.17,0.03,0.42,0.24,0.4,0.42,0.24,0.4
100,0,100,79.63,18,53.7,16.4,0.4,0.03,0.58,0.31,0.46,0.58,0.31,0.46
101,0,101,79.62,18,54.15,19.93,0.49,0.03,0.68,0.43,0.42,0.68,0.43,0.42
102,0,102,79.78,18,56.03,24.73,0.6,0.03,0.87,0.56,0.41,0.87,0.56,0.41
103,0,103,80.31,18,68.13,9.31,0.23,0.03,0.97,0.32,0.75,0.97,0.32,0.75
104,0,104,81.37,18,93.24,73.98,1.8,0.03,1.86,0.63,0.76,1.86,0.63,0.76
105,0,105,82.03,18,92.65,81.91,2.0,0.03,2.17,0.82,0.54,2.17,0.82,0.54
106,0,106,82.38,18,83.31,61.8,1.51,0.03,1.83,0.73,0.59,1.83,0.73,0.59
107,0,107,82.87,18,90.09,53.29,1.3,0.03,1.72,0.59,0.76,1.72,0.59,0.76
108,0,108,83.92,18,101.38,53.41,1.3,0.03,1.83,0.71,0.62,1.83,0.71,0.62
109,0,109,86.16,18,84.23,49.69,1.21,0.03,1.45,0.56,0.68,1.45,0.56,0.68
110,0,110,87.99,18,86.27,45.85,1.12,0.03,1.35,0.5,0.71,1.35,0.5,0.71
111,0,111,90.23,18,80.46,47.16,1.15,0.03,1.14,0.47,0.64,1.14,0.47,0.64
112,0,112,93.18,18,83.12,53.31,1.3,0.03,1.27,0.52,0.65,1.27,0.52,0.65
113,0,113,96.2,18,86.09,54.17,1.32,0.03,1.27,0.5,0.67,1.27,0.5,0.67
114,0,114,98.91,18,77.58,50.42,1.23,0.03,1.38,0.63,0.57,1.38,0.63,0.57
115,0,115,101.23,18,142.53,113.14,2.76,0.03,2.52,0.61,1.08,2.52,0.61,1.08
116,0,116,102.74,18,56.53,-37.31,-0.91,0.03,-0.37,0.1,0.59,-0.37,0.1,0.59
117,0,117,104.4,18,57.2,-31.16,-0.76,0.03,-0.95,0.47,0.54,-0.95,0.47,0.54
118,0,118,106.67,18,39.81,-15.4,-0.38,0.03,-0.55,0.39,0.37,-0.55,0.39,0.37
119,0,119,107.81,18,39.83,-7.77,-0.19,0.03,-0.29,0.14,0.38,-0.29,0.14,0.38
120,0,120,108.91,18,49.97,-9.46,-0.23,0.03,-0.36,0.13,0.48,-0.36,0.13,0.48
121,0,121,110.0,18,94.16,-52.69,-1.28,0.03,-1.47,0.41,0.93,-1.47,0.41,0.93
122,0,122,110.92,18,72.29,-16.91,-0.41,0.03,-1.12,0.45,0.66,-1.12,0.45,0.66
123,0,123,111.7,18,58.3,-0.65,-0.02,0.03,-0.33,0.07,0.65,-0.33,0.07,0.65
124,0,124,112.2,18,97.74,-8.53,-0.21,0.03,-0.88,0.17,1.03,-0.88,0.17,1.03
125,0,125,112.69,18,117.23,-39.03,-0.95,0.03,-1.9,0.49,1.03,-1.9,0.49,1.03
126,0,126,113.13,18,110.65,-30.12,-0.73,0.03,-1.67,0.43,1.01,-1.67,0.43,1.01
127,0,127,113.4,18,94.13,-6.35,-0.15,0.03,-0.92,0.21,0.94,-0.92,0.21,0.94
128,0,128,113.26,18,72.86,4.16,0.1,0.03,-0.67,0.18,0.75,-0.67,0.18,0.75
129,0,129,112.49,18,61.38,4.57,0.11,0.03,-0.51,0.15,0.66,-0.51,0.15,0.66
130,0,130,111.88,18,68.98,8.65,0.21,0.03,-0.39,0.06,0.78,-0.39,0.06,0.78
131,0,131,111.63,18,45.14,31.48,0.77,0.03,0.17,0.02,0.57,0.17,0.02,0.57
132,0,132,111.15,18,42.72,12.36,0.3,0.03,0.13,0.02,0.48,0.13,0.02,0.48
133,0,133,109.87,18,31.53,5.73,0.14,0.03,-0.05,0.01,0.34,-0.05,0.01,0.34
134,0,134,107.09,18,51.73,14.45,0.35,0.03,-0.01,0.0,0.49,-0.01,0.0,0.49
135,0,135,105.36,18,58.29,27.25,0.66,0.03,0.72,0.28,0.6,0.72,0.28,0.6
136,0,136,102.82,18,57.97,17.41,0.42,0.03,0.51,0.22,0.51,0.51,0.22,0.51
137,0,137,99.26,18,33.26,17.56,0.43,0.03,0.03,0.0,0.43,0.03,0.0,0.43
138,0,138,96.06,18,35.31,18.17,0.44,0.03,-0.12,0.01,0.52,-0.12,0.01,0.52
139,0,139,93.92,18,35.48,15.08,0.37,0.03,-0.13,0.02,0.46,-0.13,0.02,0.46
140,0,140,92.34,18,43.6,10.79,0.26,0.03,-0.15,0.03,0.47,-0.15,0.03,0.47
141,0,141,90.56,18,40.75,11.39,0.28,0.03,-0.05,0.0,0.47,-0.05,0.0,0.47
142,0,142,89.08,18,50.66,1.46,0.04,0.03,-0.11,0.01,0.58,-0.11,0.01,0.58
143,0,143,87.31,18,50.5,-2.07,-0.05,0.03,-0.16,0.02,0.59,-0.16,0.02,0.59
144,0,144,86.16,18,50.64,14.35,0.35,0.03,-0.01,0.0,0.5,-0.01,0.0,0.5
145,0,145,85.53,18,54.6,30.33,0.74,0.03,0.06,0.0,0.64,0.06,0.0,0.64
146,0,146,84.91,18,46.93,26.17,0.64,0.03,0.45,0.28,0.38,0.45,0.28,0.38
147,0,147,84.18,18,39.66,23.37,0.57,0.03,0.66,0.59,0.29,0.66,0.59,0.29
148,0,148,83.66,18,46.53,26.22,0.64,0.03,0.84,0.59,0.37,0.84,0.59,0.37
149,0,149,83.58,18,44.8,23.04,0.56,0.03,0.78,0.59,0.35,0.78,0.59,0.35
150,0,150,82.93,18,29.48,10.44,0.25,0.03,0.48,0.32,0.37,0.48,0.32,0.37
151,0,151,82.28,18,22.49,3.41,0.08,0.03,0.15,0.08,0.27,0.15,0.08,0.27
152,0,152,81.65,18,23.07,4.47,0.11,0.03,0.17,0.11,0.26,0.17,0.11,0.26
153,0,153,81.01,18,25.87,12.33,0.3,0.03,0.07,0.01,0.31,0.07,0.01,0.31
154,0,154,79.94,18,30.61,10.92,0.27,0.03,-0.1,0.02,0.38,-0.1,0.02,0.38
155,0,155,78.77,18,37.08,3.02,0.07,0.03,0.01,0.0,0.41,0.01,0.0,0.41
156,0,156,79.34,18,54.23,16.81,0.41,0.03,0.45,0.23,0.44,0.45,0.23,0.44
157,0,157,80.71,18,53.47,22.06,0.54,0.03,0.28,0.06,0.58,0.28,0.06,0.58
158,0,158,82.2,18,54.25,28.56,0.7,0.03,0.28,0.06,0.59,0.28,0.06,0.59
159,0,159,83.92,18,68.85,38.14,0.93,0.03,0.41,0.09,0.69,0.41,0.09,0.69
160,0,160,84.84,18,68.59,36.66,0.89,0.03,0.43,0.13,0.58,0.43,0.13,0.58
161,0,161,85.59,18,67.77,33.07,0.81,0.03,0.16,0.01,0.75,0.16,0.01,0.75
162,0,162,86.42,18,56.94,23.54,0.57,0.03,-0.11,0.01,0.64,-0.11,0.01,0.64
163,0,163,87.11,18,64.99,11.18,0.27,0.03,-0.27,0.03,0.77,-0.27,0.03,0.77
164,0,164,87.23,18,70.2,12.23,0.3,0.03,0.08,0.0,0.63,0.08,0.0,0.63
165,0,165,87.18,18,62.1,18.54,0.45,0.03,-0.04,0.0,0.59,-0.04,0.0,0.59
166,0,166,87.54,18,63.74,25.63,0.62,0.03,-0.03,0.0,0.69,-0.03,0.0,0.69
167,0,167,87.3,18,72.87,33.31,0.81,0.03,-0.03,0.0,0.79,-0.03,0.0,0.79
168,0,168,87.14,18,34.29,2.86,0.07,0.03,-0.19,0.07,0.38,-0.19,0.07,0.38
169,0,169,87.43,18,53.9,-14.27,-0.35,0.03,-0.92,0.54,0.46,-0.92,0.54,0.46
170,0,170,87.1,18,56.77,-18.68,-0.46,0.03,-1.17,0.61,0.5,-1.17,0.61,0.5
171,0,171,86.92,18,61.38,-18.82,-0.46,0.03,-1.2,0.6,0.52,-1.2,0.6,0.52
172,0,172,86.67,18,65.78,-13.47,-0.33,0.03,-1.15,0.54,0.57,-1.15,0.54,0.57
173,0,173,86.15,18,54.09,-18.02,-0.44,0.03,-0.79,0.55,0.38,-0.79,0.55,0.38
174,0,174,85.62,18,49.17,-23.19,-0.57,0.03,-0.74,0.43,0.46,-0.74,0.43,0.46
175,0,175,85.99,18,52.41,-26.34,-0.64,0.03,-0.62,0.35,0.45,-0.62,0.35,0.45
176,0,176,85.94,18,45.12,-20.3,-0.49,0.03,-0.74,0.54,0.36,-0.74,0.54,0.36
177,0,177,85.66,18,54.66,-14.14,-0.34,0.03,0.01,0.0,0.56,0.01,0.0,0.56
178,0,178,85.41,18,52.82,-17.2,-0.42,0.03,-0.06,0.0,0.5,-0.06,0.0,0.5
179,0,179,86.18,18,55.64,-23.73,-0.58,0.03,-0.18,0.03,0.6,-0.18,0.03,0.6
180,0,180,87.08,18,64.88,-10.77,-0.26,0.03,0.15,0.01,0.82,0.15,0.01,0.82
181,0,181,85.94,18,44.27,-17.83,-0.43,0.03,-0.47,0.38,0.32,-0.47,0.38,0.32
182,0,182,83.88,18,48.21,-18.51,-0.45,0.03,-0.36,0.12,0.53,-0.36,0.12,0.53
183,0,183,82.18,18,49.1,-7.65,-0.19,0.03,0.08,0.0,0.59,0.08,0.0,0.59
184,0,184,80.65,18,52.53,-1.13,-0.03,0.03,0.27,0.04,0.65,0.27,0.04,0.65
185,0,185,79.75,18,50.26,9.31,0.23,0.03,0.41,0.13,0.56,0.41,0.13,0.56
186,0,186,79.33,18,42.74,-2.96,-0.07,0.03,-0.13,0.02,0.48,-0.13,0.02,0.48
187,0,187,78.91,18,41.96,-10.38,-0.25,0.03,-0.3,0.11,0.47,-0.3,0.11,0.47
188,0,188,78.32,18,44.92,-18.7,-0.46,0.03,-0.2,0.04,0.5,-0.2,0.04,0.5
189,0,189,77.58,18,54.94,-17.64,-0.43,0.03,-0.31,0.08,0.58,-0.31,0.08,0.58
190,0,190,76.5,18,43.38,-13.29,-0.32,0.03,-0.39,0.27,0.34,-0.39,0.27,0.34
191,0,191,75.58,18,32.73,-7.38,-0.18,0.03,-0.08,0.02,0.32,-0.08,0.02,0.32
192,0,192,75.57,18,34.52,-2.58,-0.06,0.03,0.04,0.0,0.4,0.04,0.0,0.4
193,0,193,75.67,18,34.67,-2.83,-0.07,0.03,-0.19,0.11,0.29,-0.19,0.11,0.29
194,0,194,75.54,18,29.33,15.02,0.37,0.03,0.01,0.0,0.34,0.01,0.0,0.34
195,0,195,75.49,18,40.57,-15.78,-0.38,0.03,-0.36,0.18,0.41,-0.36,0.18,0.41
196,0,196,75.31,18,50.46,-33.17,-0.81,0.03,-0.76,0.43,0.46,-0.76,0.43,0.46
197,0,197,75.59,18,41.2,-17.7,-0.43,0.03,-0.41,0.2,0.44,-0.41,0.2,0.44
198,0,198,76.15,18,39.93,-2.25,-0.05,0.03,0.01,0.0,0.44,0.01,0.0,0.44
199,0,199,76.5,18,49.98,6.43,0.16,0.03,0.24,0.08,0.45,0.24,0.08,0.45
200,0,200,76.56,18,45.41,8.65,0.21,0.03,0.23,0.07,0.44,0.23,0.07,0.44
201,0,201,77.05,18,43.7,10.34,0.25,0.03,0.12,0.02,0.51,0.12,0.02,0.51
202,0,202,77.8,18,52.13,0.44,0.01,0.03,0.02,0.0,0.56,0.02,0.0,0.56
203,0,203,78.43,18,44.87,-1.13,-0.03,0.03,0.09,0.01,0.5,0.09,0.01,0.5
204,0,204,78.4,18,42.14,5.93,0.14,0.03,0.26,0.08,0.47,0.26,0.08,0.47
205,0,205,78.49,18,48.72,14.7,0.36,0.03,0.38,0.14,0.5,0.38,0.14,0.5
206,0,206,79.87,18,47.02,6.9,0.17,0.03,0.19,0.05,0.46,0.19,0.05,0.46
207,0,207,82.58,18,42.41,9.95,0.24,0.03,0.19,0.05,0.45,0.19,0.05,0.45
208,0,208,85.3,18,55.44,-0.46,-0.01,0.03,0.13,0.01,0.59,0.13,0.01,0.59
209,0,209,87.93,18,42.2,-17.77,-0.43,0.03,-0.15,0.03,0.48,-0.15,0.03,0.48
210,0,210,90.47,18,32.09,-8.28,-0.2,0.03,0.03,0.0,0.44,0.03,0.0,0.44
211,0,211,92.82,18,47.9,-11.25,-0.27,0.03,0.07,0.0,0.52,0.07,0.0,0.52
212,0,212,95.23,18,56.07,-14.2,-0.35,0.03,0.21,0.04,0.56,0.21,0.04,0.56
213,0,213,97.3,18,52.13,-26.75,-0.65,0.03,-0.15,0.02,0.55,-0.15,0.02,0.55
214,0,214,99.32,18,49.79,-28.16,-0.69,0.03,-0.46,0.16,0.55,-0.46,0.16,0.55
215,0,215,101.25,18,57.98,-35.07,-0.86,0.03,-0.57,0.18,0.64,-0.57,0.18,0.64
216,0,216,102.81,18,34.6,-22.43,-0.55,0.03,-0.31,0.14,0.4,-0.31,0.14,0.4
217,0,217,103.94,18,36.37,-23.86,-0.58,0.03,-0.41,0.24,0.38,-0.41,0.24,0.38
218,0,218,104.9,18,35.65,-15.53,-0.38,0.03,-0.32,0.18,0.36,-0.32,0.18,0.36
219,0,219,105.54,18,46.9,-27.94,-0.68,0.03,-0.72,0.46,0.41,-0.72,0.46,0.41
220,0,220,106.36,18,61.13,-26.1,-0.64,0.03,-0.56,0.16,0.68,-0.56,0.16,0.68
221,0,221,108.06,18,88.78,-81.26,-1.98,0.03,-1.17,0.33,0.89,-1.17,0.33,0.89
222,0,222,108.75,18,223.64,-211.26,-5.15,0.03,-3.9,0.54,1.92,-3.9,0.54,1.92
223,0,223,108.93,18,123.09,-110.43,-2.69,0.03,-2.17,0.73,0.71,-2.17,0.73,0.71
224,0,224,109.13,18,88.8,-82.32,-2.01,0.03,-1.86,0.71,0.62,-1.86,0.71,0.62
225,0,225,109.28,18,75.93,-69.51,-1.69,0.03,-1.7,0.64,0.68,-1.7,0.64,0.68
226,0,226,109.38,18,69.95,-57.01,-1.39,0.03,-1.47,0.49,0.79,-1.47,0.49,0.79
227,0,227,109.44,18,62.73,-45.44,-1.11,0.03,-1.32,0.56,0.62,-1.32,0.56,0.62
228,0,228,109.58,18,65.86,-32.19,-0.78,0.03,-1.22,0.67,0.45,-1.22,0.67,0.45
229,0,229,109.83,18,47.35,-22.42,-0.55,0.03,-1.01,0.61,0.42,-1.01,0.61,0.42
230,0,230,109.9,18,42.62,-23.9,-0.58,0.03,-0.67,0.56,0.32,-0.67,0.56,0.32
231,0,231,108.68,18,41.56,-19.61,-0.48,0.03,-0.65,0.68,0.23,-0.65,0.68,0.23
232,0,232,105.83,18,39.32,-18.89,-0.46,0.03,-0.66,0.65,0.26,-0.66,0.65,0.26
233,0,233,102.76,18,55.5,-41.24,-1.01,0.03,-1.05,0.78,0.29,-1.05,0.78,0.29
234,0,234,99.98,18,82.27,-69.01,-1.68,0.03,-1.51,0.76,0.44,-1.51,0.76,0.44
235,0,235,97.56,18,87.6,-45.23,-1.1,0.03,-1.69,0.67,0.63,-1.69,0.67,0.63
236,0,236,95.37,18,78.72,-37.16,-0.91,0.03,-1.49,0.78,0.41,-1.49,0.78,0.41
237,0,237,93.22,18,73.4,-38.81,-0.95,0.03,-1.25,0.72,0.42,-1.25,0.72,0.42
238,0,238,91.59,18,67.94,-40.43,-0.99,0.03,-1.11,0.59,0.5,-1.11,0.59,0.5
239,0,239,90.28,18,61.76,-33.59,-0.82,0.03,-1.0,0.52,0.51,-1.0,0.52,0.51
240,0,240,89.5,18,51.74,-29.39,-0.72,0.03,-0.81,0.5,0.43,-0.81,0.5,0.43
265,0,265,89.46,18,63.18,-27.23,-0.66,0.03,-0.85,0.31,0.68,-0.85,0.31,0.68
266,0,266,89.47,18,72.33,-32.65,-0.8,0.03,-1.03,0.32,0.79,-1.03,0.32,0.79
267,0,267,89.39,18,66.54,-39.21,-0.96,0.03,-0.91,0.34,0.66,-0.91,0.34,0.66
268,0,268,89.19,18,69.95,-27.37,-0.67,0.03,-0.76,0.27,0.66,-0.76,0.27,0.66
269,0,269,89.0,18,74.7,-15.05,-0.37,0.03,-0.78,0.26,0.7,-0.78,0.26,0.7
270,0,270,88.85,18,66.69,-23.5,-0.57,0.03,-0.76,0.26,0.67,-0.76,0.26,0.67
271,0,271,88.82,18,73.15,-19.71,-0.48,0.03,-0.92,0.32,0.7,-0.92,0.32,0.7
272,0,272,88.83,18,73.91,-6.64,-0.16,0.03,-0.85,0.25,0.78,-0.85,0.25,0.78
273,0,273,88.94,18,68.48,-15.15,-0.37,0.03,-0.77,0.24,0.73,-0.77,0.24,0.73
274,0,274,89.13,18,66.97,-32.0,-0.78,0.03,-0.7,0.26,0.63,-0.7,0.26,0.63
275,0,275,89.37,18,65.12,-42.09,-1.03,0.03,-0.96,0.33,0.73,-0.96,0.33,0.73
276,0,276,90.06,18,63.58,-18.52,-0.45,0.03,-0.81,0.24,0.76,-0.81,0.24,0.76
277,0,277,91.0,18,65.54,-19.48,-0.48,0.03,-0.58,0.15,0.73,-0.58,0.15,0.73
278,0,278,92.14,18,68.57,-17.64,-0.43,0.03,-0.55,0.14,0.72,-0.55,0.14,0.72
